ValueMeaning	LabelValueMeaning	DataElementConcept	dataelementconcept_lower
ATC:M02AX10	Various	Drug_Code	drug_code
ATC:M03	Muscle relaxants	Drug_Code	drug_code
ATC:M03A	Muscle relaxants, peripherally acting agents	Drug_Code	drug_code
ATC:M03AA	Curarealkaloids	Drug_Code	drug_code
ATC:M03AA01	Alcuronium	Drug_Code	drug_code
ATC:M03AA02	Tubocurarine	Drug_Code	drug_code
ATC:M03AA04	Dimethyltubocurarine	Drug_Code	drug_code
ATC:M03AB	Cholinederivatives	Drug_Code	drug_code
ATC:M03AB01	Suxamethonium	Drug_Code	drug_code
ATC:M03AC	Otherquaternaryammoniumcompounds	Drug_Code	drug_code
ATC:M03AC01	Pancuronium	Drug_Code	drug_code
ATC:M03AC02	Gallamine	Drug_Code	drug_code
ATC:M03AC03	Vecuronium	Drug_Code	drug_code
ATC:M03AC04	Atracurium	Drug_Code	drug_code
ATC:M03AC05	Hexafluronium	Drug_Code	drug_code
ATC:M03AC06	Pipecuroniumbromide	Drug_Code	drug_code
ATC:M03AC07	Doxacuriumchloride	Drug_Code	drug_code
ATC:M03AC08	Fazadiniumbromide	Drug_Code	drug_code
ATC:M03AC09	Rocuroniumbromide	Drug_Code	drug_code
ATC:M03AC10	Mivacuriumchloride	Drug_Code	drug_code
ATC:M03AC11	Cisatracurium	Drug_Code	drug_code
ATC:M03AX	Othermusclerelaxants,peripherallyactingagents	Drug_Code	drug_code
ATC:M03AX01	Botulinumtoxin	Drug_Code	drug_code
ATC:M03B	Muscle relaxants, centrally acting agents	Drug_Code	drug_code
ATC:M03BA	Carbamicacidesters	Drug_Code	drug_code
ATC:M03BA01	Phenprobamate	Drug_Code	drug_code
ATC:M03BA02	Carisoprodol	Drug_Code	drug_code
ATC:M03BA03	Methocarbamol	Drug_Code	drug_code
ATC:M03BA04	Styramate	Drug_Code	drug_code
ATC:M03BA05	Febarbamate	Drug_Code	drug_code
ATC:M03BA51	Phenprobamate,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:M03BA52	Carisoprodol,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:M03BA53	Methocarbamol,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:M03BA71	Phenprobamate,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:M03BA72	Carisoprodol,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:M03BA73	Methocarbamol,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:M03BB	Oxazol,thiazine,andtriazinederivatives	Drug_Code	drug_code
ATC:M03BB02	Chlormezanone	Drug_Code	drug_code
ATC:M03BB03	Chlorzoxazone	Drug_Code	drug_code
ATC:M03BB52	Chlormezanone,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:M03BB53	Chlorzoxazone,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:M03BB72	Chlormezanone,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:M03BB73	Chlorzoxazone,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:M03BC	Ethers,chemicallyclosetoantihistamines	Drug_Code	drug_code
ATC:M03BC01	Orphenadrine(citrate)	Drug_Code	drug_code
ATC:M03BC51	Orphenadrine,combinations	Drug_Code	drug_code
ATC:M03BX	Othercentrallyactingagents	Drug_Code	drug_code
ATC:M03BX01	Baclofen	Drug_Code	drug_code
ATC:M03BX02	Tizanidine	Drug_Code	drug_code
ATC:M03BX03	Pridinol	Drug_Code	drug_code
ATC:M03BX04	Tolperisone	Drug_Code	drug_code
ATC:M03BX05	Thiocolchicoside	Drug_Code	drug_code
ATC:M03BX06	Mephenesin	Drug_Code	drug_code
ATC:M03BX07	Tetrazepam	Drug_Code	drug_code
ATC:M03BX08	Cyclobenzaprine	Drug_Code	drug_code
ATC:M03BX09	Eperisone	Drug_Code	drug_code
ATC:M03BX30	Phenyramidol	Drug_Code	drug_code
ATC:M03BX55	Thiocolchicoside,combinations	Drug_Code	drug_code
ATC:M03C	Muscle relaxants, directly acting agents	Drug_Code	drug_code
ATC:M03CA	Dantroleneandderivatives	Drug_Code	drug_code
ATC:M03CA01	Dantrolene	Drug_Code	drug_code
ATC:M04A	Antigout preparations	Drug_Code	drug_code
ATC:M04AA	Preparations inhibiting uric acid production	Drug_Code	drug_code
ATC:M04AA01	Allopurinol	Drug_Code	drug_code
ATC:M04AA02	Tisopurine	Drug_Code	drug_code
ATC:M04AA03	Febuxostat	Drug_Code	drug_code
ATC:M04AA51	Allopurinol,combinations	Drug_Code	drug_code
ATC:M04AB	Preparations increasing uric acid excretion	Drug_Code	drug_code
ATC:M04AB01	Probenecid	Drug_Code	drug_code
ATC:M04AB02	Sulfinpyrazone	Drug_Code	drug_code
ATC:M04AB03	Benzbromarone	Drug_Code	drug_code
ATC:M04AB04	Isobromindione	Drug_Code	drug_code
ATC:M04AB05	Lesinurad	Drug_Code	drug_code
ATC:M04AC	Preparations with no effect on uric acid metabolism	Drug_Code	drug_code
ATC:M04AC01	Colchicine	Drug_Code	drug_code
ATC:M04AC02	Cinchophen	Drug_Code	drug_code
ATC:M04AX	Other antigout preparations	Drug_Code	drug_code
ATC:M04AX01	Urateoxidase	Drug_Code	drug_code
ATC:M04AX02	Pegloticase	Drug_Code	drug_code
ATC:M05B	Drugs for treatment of bone diseases	Drug_Code	drug_code
ATC:M05BA	Bisphosphonates	Drug_Code	drug_code
ATC:M05BA01	Etidronicacid	Drug_Code	drug_code
ATC:M05BA02	Clodronicacid	Drug_Code	drug_code
ATC:M05BA03	Pamidronicacid	Drug_Code	drug_code
ATC:M05BA04	Alendronicacid	Drug_Code	drug_code
ATC:M05BA05	Tiludronicacid	Drug_Code	drug_code
ATC:M05BA06	Ibandronicacid	Drug_Code	drug_code
ATC:M05BA07	Risedronicacid	Drug_Code	drug_code
ATC:M05BA08	Zoledronicacid	Drug_Code	drug_code
ATC:M05BB	Bisphosphonates, combinations	Drug_Code	drug_code
ATC:M05BB01	Etidronicacidandcalcium,sequential	Drug_Code	drug_code
ATC:M05BB02	Risedronicacidandcalcium,sequential	Drug_Code	drug_code
ATC:M05BB03	Alendronicacidandcolecalciferol	Drug_Code	drug_code
ATC:M05BB04	Risedronicacid,calciumandcolecalciferol,sequential	Drug_Code	drug_code
ATC:M05BB05	Alendronicacid,calciumandcolecalciferol,sequential	Drug_Code	drug_code
ATC:M05BB06	Alendronicacidandalfacalcidol,sequential	Drug_Code	drug_code
ATC:M05BB07	Risedronicacidandcolecalciferol	Drug_Code	drug_code
ATC:M05BB08	Zoledronicacid,calciumandcolecalciferol,sequential	Drug_Code	drug_code
ATC:M05BC	Bone morphogenetic proteins	Drug_Code	drug_code
ATC:M05BC01	Diboterminalfa	Drug_Code	drug_code
ATC:M05BC02	Eptoterminalfa	Drug_Code	drug_code
ATC:M05BX	Other drugs affecting bone structure and mineralization	Drug_Code	drug_code
ATC:M05BX01	Ipriflavone	Drug_Code	drug_code
ATC:M05BX02	Aluminiumchlorohydrate	Drug_Code	drug_code
ATC:M05BX03	Strontiumranelate	Drug_Code	drug_code
ATC:M05BX04	Denosumab	Drug_Code	drug_code
ATC:M05BX53	Strontiumranelateandcolecalciferol	Drug_Code	drug_code
ATC:M09A	Other drugs for disorders of the musculoskeletal system	Drug_Code	drug_code
ATC:M09AA	Quinine and derivatives	Drug_Code	drug_code
ATC:M09AA01	Hydroquinine	Drug_Code	drug_code
ATC:M09AA72	Quinine,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:M09AB	Enzymes	Drug_Code	drug_code
ATC:M09AB01	Chymopapain	Drug_Code	drug_code
ATC:M09AB02	Collagenaseclostridiumhistolyticum	Drug_Code	drug_code
ATC:M09AB03	Bromelains	Drug_Code	drug_code
ATC:M09AB52	Trypsin,combinations	Drug_Code	drug_code
ATC:M09AX	Other drugs for disorders of the musculo-skeletal system	Drug_Code	drug_code
ATC:M09AX01	Hyaluronicacid	Drug_Code	drug_code
ATC:M09AX02	Chondrocytes,autologous	Drug_Code	drug_code
ATC:M09AX03	Ataluren	Drug_Code	drug_code
ATC:M09AX04	Drisapersen	Drug_Code	drug_code
ATC:M09AX05	Aceneuramicacid	Drug_Code	drug_code
ATC:N01	Anesthetic drugs	Drug_Code	drug_code
ATC:N01A	General anesthetics list	Drug_Code	drug_code
ATC:N01AA	Ethers	Drug_Code	drug_code
ATC:N01AA01	Diethylether	Drug_Code	drug_code
ATC:N01AA02	Vinylether	Drug_Code	drug_code
ATC:N01AB	Halogenatedhydrocarbons	Drug_Code	drug_code
ATC:N01AB01	Halothane	Drug_Code	drug_code
ATC:N01AB02	Chloroform	Drug_Code	drug_code
ATC:N01AB04	Enflurane	Drug_Code	drug_code
ATC:N01AB05	Trichloroethylene	Drug_Code	drug_code
ATC:N01AB06	Isoflurane	Drug_Code	drug_code
ATC:N01AB07	Desflurane	Drug_Code	drug_code
ATC:N01AB08	Sevoflurane	Drug_Code	drug_code
ATC:N01AF	Barbiturates,plain	Drug_Code	drug_code
ATC:N01AF01	Methohexital	Drug_Code	drug_code
ATC:N01AF02	Hexobarbital	Drug_Code	drug_code
ATC:N01AF03	Thiopental	Drug_Code	drug_code
ATC:N01AG	Barbituratesincombinationwithotherdrugs	Drug_Code	drug_code
ATC:N01AG01	Narcobarbital	Drug_Code	drug_code
ATC:N01AH	Opioidanesthetics	Drug_Code	drug_code
ATC:N01AH01	Fentanyl	Drug_Code	drug_code
ATC:N01AH02	Alfentanil	Drug_Code	drug_code
ATC:N01AH03	Sufentanil	Drug_Code	drug_code
ATC:N01AH04	Phenoperidine	Drug_Code	drug_code
ATC:N01AH05	Anileridine	Drug_Code	drug_code
ATC:N01AH06	Remifentanil	Drug_Code	drug_code
ATC:N01AH51	Fentanylcombinations	Drug_Code	drug_code
ATC:N01AX	Othergeneralanesthetics	Drug_Code	drug_code
ATC:N01AX03	Ketamine	Drug_Code	drug_code
ATC:N01AX04	Propanidid	Drug_Code	drug_code
ATC:N01AX05	Alfaxalone	Drug_Code	drug_code
ATC:N01AX07	Etomidate	Drug_Code	drug_code
ATC:N01AX10	Propofol	Drug_Code	drug_code
ATC:N01AX11	Sodiumoxybate	Drug_Code	drug_code
ATC:N01AX13	Nitrousoxide	Drug_Code	drug_code
ATC:N01AX14	Esketamine	Drug_Code	drug_code
ATC:N01AX15	Xenon	Drug_Code	drug_code
ATC:N01AX63	Nitrousoxidecombinations	Drug_Code	drug_code
ATC:N01B	Local anesthesia drugs	Drug_Code	drug_code
ATC:N01BA	Estersofaminobenzoicacid	Drug_Code	drug_code
ATC:N01BA01	Metabutethamine	Drug_Code	drug_code
ATC:N01BA02	Procaine	Drug_Code	drug_code
ATC:N01BA03	Tetracaine	Drug_Code	drug_code
ATC:N01BA04	Chloroprocaine	Drug_Code	drug_code
ATC:N01BA05	Benzocaine	Drug_Code	drug_code
ATC:N01BA52	Procaine,combinations	Drug_Code	drug_code
ATC:N01BB	Amides	Drug_Code	drug_code
ATC:N01BB01	Bupivacaine	Drug_Code	drug_code
ATC:N01BB02	Lidocaine	Drug_Code	drug_code
ATC:N01BB03	Mepivacaine	Drug_Code	drug_code
ATC:N01BB04	Prilocaine	Drug_Code	drug_code
ATC:N01BB05	Butanilicaine	Drug_Code	drug_code
ATC:N01BB06	Cinchocaine	Drug_Code	drug_code
ATC:N01BB07	Etidocaine	Drug_Code	drug_code
ATC:N01BB08	Articaine	Drug_Code	drug_code
ATC:N01BB09	Ropivacaine	Drug_Code	drug_code
ATC:N01BB10	Levobupivacaine	Drug_Code	drug_code
ATC:N01BB20	Combinations	Drug_Code	drug_code
ATC:N01BB51	Bupivacaine,combinations	Drug_Code	drug_code
ATC:N01BB52	Lidocaine,combinations	Drug_Code	drug_code
ATC:N01BB53	Mepivacaine,combinations	Drug_Code	drug_code
ATC:N01BB54	Prilocaine,combinations	Drug_Code	drug_code
ATC:N01BB57	Etidocaine,combinations	Drug_Code	drug_code
ATC:N01BB58	Articaine,combinations	Drug_Code	drug_code
ATC:N01BC	Estersofbenzoicacid	Drug_Code	drug_code
ATC:N01BC01	Cocaine	Drug_Code	drug_code
ATC:N01BX	Otherlocalanesthesiadrugs	Drug_Code	drug_code
ATC:N01BX01	Ethylchloride	Drug_Code	drug_code
ATC:N01BX02	Dyclonine	Drug_Code	drug_code
ATC:N01BX03	Phenol	Drug_Code	drug_code
ATC:N01BX04	Capsaicin	Drug_Code	drug_code
ATC:N02	Analgesic drugs	Drug_Code	drug_code
ATC:N02A	Opioid drugs list	Drug_Code	drug_code
ATC:N02AA	Naturalopiumalkaloidslist	Drug_Code	drug_code
ATC:N02AA01	Morphine	Drug_Code	drug_code
ATC:N02AA02	Opium	Drug_Code	drug_code
ATC:N02AA03	Hydromorphone	Drug_Code	drug_code
ATC:N02AA04	Nicomorphine	Drug_Code	drug_code
ATC:N02AA05	Oxycodone	Drug_Code	drug_code
ATC:N02AA08	Dihydrocodeine	Drug_Code	drug_code
ATC:N02AA10	Papaveretum	Drug_Code	drug_code
ATC:N02AA51	Morphine,combinations	Drug_Code	drug_code
ATC:N02AA55	Oxycodone,combinations	Drug_Code	drug_code
ATC:N02AA58	Dihydrocodeine,combinations	Drug_Code	drug_code
ATC:N02AA59	Codeine,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02AA79	Codeine,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02AB	Phenylpiperidinederivatives	Drug_Code	drug_code
ATC:N02AB01	Ketobemidone	Drug_Code	drug_code
ATC:N02AB02	Pethidine	Drug_Code	drug_code
ATC:N02AB03	Fentanyl	Drug_Code	drug_code
ATC:N02AB52	Pethidine,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02AB72	Pethidine,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02AC	Diphenylpropylaminederivatives	Drug_Code	drug_code
ATC:N02AC01	Dextromoramide	Drug_Code	drug_code
ATC:N02AC03	Piritramide	Drug_Code	drug_code
ATC:N02AC04	Dextropropoxyphene	Drug_Code	drug_code
ATC:N02AC05	Bezitramide	Drug_Code	drug_code
ATC:N02AC52	Methadone,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02AC54	Dextropropoxyphene,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02AC74	Dextropropoxyphene,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02AD	Benzomorphanderivatives	Drug_Code	drug_code
ATC:N02AD01	Pentazocine	Drug_Code	drug_code
ATC:N02AD02	Phenazocine	Drug_Code	drug_code
ATC:N02AE	Oripavinederivatives	Drug_Code	drug_code
ATC:N02AE01	Buprenorphine	Drug_Code	drug_code
ATC:N02AF	Morphinanderivatives	Drug_Code	drug_code
ATC:N02AF01	Butorphanol	Drug_Code	drug_code
ATC:N02AF02	Nalbuphine	Drug_Code	drug_code
ATC:N02AG	Opioidsincombinationwithantispasmodics	Drug_Code	drug_code
ATC:N02AG01	Morphineandantispasmodics	Drug_Code	drug_code
ATC:N02AG02	Ketobemidoneandantispasmodics	Drug_Code	drug_code
ATC:N02AG03	Pethidineandantispasmodics	Drug_Code	drug_code
ATC:N02AG04	Hydromorphoneandantispasmodics	Drug_Code	drug_code
ATC:N02AJ	Opioidsincombinationwithnon-opioidanalgesics	Drug_Code	drug_code
ATC:N02AJ14	TramadolandDexketoprofen	Drug_Code	drug_code
ATC:N02AX	Otheropioids	Drug_Code	drug_code
ATC:N02AX01	Tilidine	Drug_Code	drug_code
ATC:N02AX02	Tramadol	Drug_Code	drug_code
ATC:N02AX03	Dezocine	Drug_Code	drug_code
ATC:N02AX05	Meptazinol	Drug_Code	drug_code
ATC:N02AX06	Tapentadol	Drug_Code	drug_code
ATC:N02AX52	Tramadolcombinations	Drug_Code	drug_code
ATC:N02B	Other analgesics and antipyretics	Drug_Code	drug_code
ATC:N02BA	Salicylicacidandderivatives	Drug_Code	drug_code
ATC:N02BA01	Acetylsalicylicacid	Drug_Code	drug_code
ATC:N02BA02	Aloxiprin	Drug_Code	drug_code
ATC:N02BA03	Cholinesalicylate	Drug_Code	drug_code
ATC:N02BA04	Sodiumsalicylate	Drug_Code	drug_code
ATC:N02BA05	Salicylamide	Drug_Code	drug_code
ATC:N02BA06	Salsalate	Drug_Code	drug_code
ATC:N02BA07	Ethenzamide	Drug_Code	drug_code
ATC:N02BA08	Morpholinesalicylate	Drug_Code	drug_code
ATC:N02BA09	Dipyrocetyl	Drug_Code	drug_code
ATC:N02BA10	Benorilate	Drug_Code	drug_code
ATC:N02BA11	Diflunisal	Drug_Code	drug_code
ATC:N02BA12	Potassiumsalicylate	Drug_Code	drug_code
ATC:N02BA14	Guacetisal	Drug_Code	drug_code
ATC:N02BA15	Carbasalatecalcium	Drug_Code	drug_code
ATC:N02BA16	Imidazolesalicylate	Drug_Code	drug_code
ATC:N02BA51	Acetylsalicylicacid,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BA55	Salicylamide,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BA57	Ethenzamide,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BA59	Dipyrocetyl,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BA65	Carbasalatecalciumcombinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BA71	Acetylsalicylicacid,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BA75	Salicylamide,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BA77	Ethenzamide,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BA79	Dipyrocetyl,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BB	Pyrazolones	Drug_Code	drug_code
ATC:N02BB01	Phenazone	Drug_Code	drug_code
ATC:N02BB02	Metamizole	Drug_Code	drug_code
ATC:N02BB03	Aminophenazone	Drug_Code	drug_code
ATC:N02BB04	Propyphenazone	Drug_Code	drug_code
ATC:N02BB05	Nifenazone	Drug_Code	drug_code
ATC:N02BB51	Phenazone,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BB52	Metamizolesodium,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BB53	Aminophenazone,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BB54	Propyphenazone,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BB71	Phenazone,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BB72	Metamizolesodium,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BB73	Aminophenazone,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BB74	Propyphenazone,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BE	Anilides	Drug_Code	drug_code
ATC:N02BE01	Paracetamol	Drug_Code	drug_code
ATC:N02BE03	Phenacetin	Drug_Code	drug_code
ATC:N02BE04	Bucetin	Drug_Code	drug_code
ATC:N02BE05	Propacetamol	Drug_Code	drug_code
ATC:N02BE51	Paracetamol,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BE53	Phenacetin,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BE54	Bucetin,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02BE71	Paracetamol,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BE73	Phenacetin,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BE74	Bucetin,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02BG	Otheranalgesicsandantipyretics	Drug_Code	drug_code
ATC:N02BG02	Rimazolium	Drug_Code	drug_code
ATC:N02BG03	Glafenine	Drug_Code	drug_code
ATC:N02BG04	Floctafenine	Drug_Code	drug_code
ATC:N02BG05	Viminol	Drug_Code	drug_code
ATC:N02BG06	Nefopam	Drug_Code	drug_code
ATC:N02BG07	Flupirtine	Drug_Code	drug_code
ATC:N02BG08	Ziconotide	Drug_Code	drug_code
ATC:N02BG09	Methoxyflurane	Drug_Code	drug_code
ATC:N02BG10	Cannabinoids	Drug_Code	drug_code
ATC:N02C	Migraine medication	Drug_Code	drug_code
ATC:N02CA	Ergotalkaloids	Drug_Code	drug_code
ATC:N02CA01	Dihydroergotamine	Drug_Code	drug_code
ATC:N02CA02	Ergotamine	Drug_Code	drug_code
ATC:N02CA04	Methysergide	Drug_Code	drug_code
ATC:N02CA07	Lisuride	Drug_Code	drug_code
ATC:N02CA51	Dihydroergotamine,combinations	Drug_Code	drug_code
ATC:N02CA52	Ergotamine,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:N02CA72	Ergotamine,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:N02CB	Corticosteroidderivatives	Drug_Code	drug_code
ATC:N02CB01	Flumedroxone	Drug_Code	drug_code
ATC:N02CC	Selectiveserotonin(5-HT1)agonists	Drug_Code	drug_code
ATC:N02CC01	Sumatriptan	Drug_Code	drug_code
ATC:N02CC02	Naratriptan	Drug_Code	drug_code
ATC:N02CC03	Zolmitriptan	Drug_Code	drug_code
ATC:N02CC04	Rizatriptan	Drug_Code	drug_code
ATC:N02CC05	Almotriptan	Drug_Code	drug_code
ATC:N02CC06	Eletriptan	Drug_Code	drug_code
ATC:N02CC07	Frovatriptan	Drug_Code	drug_code
ATC:N02CX	Othermigrainedrugs	Drug_Code	drug_code
ATC:N02CX01	Pizotifen	Drug_Code	drug_code
ATC:N02CX02	Clonidine	Drug_Code	drug_code
ATC:N02CX03	Iprazochrome	Drug_Code	drug_code
ATC:N02CX05	Dimetotiazine	Drug_Code	drug_code
ATC:N02CX06	Oxetorone	Drug_Code	drug_code
ATC:N03A	Antiepileptics	Drug_Code	drug_code
ATC:N03AA	Barbiturates and derivatives	Drug_Code	drug_code
ATC:N03AA01	Methylphenobarbital	Drug_Code	drug_code
ATC:N03AA02	Phenobarbital	Drug_Code	drug_code
ATC:N03AA03	Primidone	Drug_Code	drug_code
ATC:N03AA04	Barbexaclone	Drug_Code	drug_code
ATC:N03AA30	Metharbital	Drug_Code	drug_code
ATC:N03AB	Hydantoin derivatives	Drug_Code	drug_code
ATC:N03AB01	Ethotoin	Drug_Code	drug_code
ATC:N03AB02	Phenytoin	Drug_Code	drug_code
ATC:N03AB03	Amino(diphenylhydantoin)valericacid	Drug_Code	drug_code
ATC:N03AB04	Mephenytoin	Drug_Code	drug_code
ATC:N03AB05	Fosphenytoin	Drug_Code	drug_code
ATC:N03AB52	Phenytoincombinations	Drug_Code	drug_code
ATC:N03AB54	Mephenytoincombinations	Drug_Code	drug_code
ATC:N03AC	Oxazolidine derivatives	Drug_Code	drug_code
ATC:N03AC01	Paramethadione	Drug_Code	drug_code
ATC:N03AC02	Trimethadione	Drug_Code	drug_code
ATC:N03AC03	Ethadione	Drug_Code	drug_code
ATC:N03AD	Succinimide derivatives	Drug_Code	drug_code
ATC:N03AD01	Ethosuximide	Drug_Code	drug_code
ATC:N03AD02	Phensuximide	Drug_Code	drug_code
ATC:N03AD03	Mesuximide	Drug_Code	drug_code
ATC:N03AD51	Ethosuximidecombinations	Drug_Code	drug_code
ATC:N03AE	Benzodiazepine derivatives	Drug_Code	drug_code
ATC:N03AE01	Clonazepam	Drug_Code	drug_code
ATC:N03AF	Carboxamide derivatives	Drug_Code	drug_code
ATC:N03AF01	Carbamazepine	Drug_Code	drug_code
ATC:N03AF02	Oxcarbazepine	Drug_Code	drug_code
ATC:N03AF03	Rufinamide	Drug_Code	drug_code
ATC:N03AF04	Eslicarbazepine	Drug_Code	drug_code
ATC:N03AG	Fatty acid derivatives	Drug_Code	drug_code
ATC:N03AG01	Valproicacid	Drug_Code	drug_code
ATC:N03AG02	Valpromide	Drug_Code	drug_code
ATC:N03AG03	Aminobutyricacid	Drug_Code	drug_code
ATC:N03AG04	Vigabatrin	Drug_Code	drug_code
ATC:N03AG05	Progabide	Drug_Code	drug_code
ATC:N03AG06	Tiagabine	Drug_Code	drug_code
ATC:N03AX	Other antiepileptics	Drug_Code	drug_code
ATC:N03AX03	Sultiame	Drug_Code	drug_code
ATC:N03AX07	Phenacemide	Drug_Code	drug_code
ATC:N03AX09	Lamotrigine	Drug_Code	drug_code
ATC:N03AX10	Felbamate	Drug_Code	drug_code
ATC:N03AX11	Topiramate	Drug_Code	drug_code
ATC:N03AX12	Gabapentin	Drug_Code	drug_code
ATC:N03AX13	Pheneturide	Drug_Code	drug_code
ATC:N03AX14	Levetiracetam	Drug_Code	drug_code
ATC:N03AX15	Zonisamide	Drug_Code	drug_code
ATC:N03AX16	Pregabalin	Drug_Code	drug_code
ATC:N03AX17	Stiripentol	Drug_Code	drug_code
ATC:N03AX18	Lacosamide	Drug_Code	drug_code
ATC:N03AX19	Carisbamate	Drug_Code	drug_code
ATC:N03AX21	Retigabine	Drug_Code	drug_code
ATC:N03AX22	Perampanel	Drug_Code	drug_code
ATC:N03AX23	Brivaracetam	Drug_Code	drug_code
ATC:N03AX30	Beclamide	Drug_Code	drug_code
ATC:N04	Antiparkinson drugs	Drug_Code	drug_code
ATC:N04A	Anticholinergic agents for Parkinson	Drug_Code	drug_code
ATC:N04AA	Tertiaryamines	Drug_Code	drug_code
ATC:N04AA01	Trihexyphenidyl	Drug_Code	drug_code
ATC:N04AA02	Biperiden	Drug_Code	drug_code
ATC:N04AA03	Metixene	Drug_Code	drug_code
ATC:N04AA04	Procyclidine	Drug_Code	drug_code
ATC:N04AA05	Profenamine	Drug_Code	drug_code
ATC:N04AA08	Dexetimide	Drug_Code	drug_code
ATC:N04AA09	Phenglutarimide	Drug_Code	drug_code
ATC:N04AA10	Mazaticol	Drug_Code	drug_code
ATC:N04AA11	Bornaprine	Drug_Code	drug_code
ATC:N04AA12	Tropatepine	Drug_Code	drug_code
ATC:N04AB	Etherschemicallyclosetoantihistamines	Drug_Code	drug_code
ATC:N04AB01	Etanautine	Drug_Code	drug_code
ATC:N04AB02	Orphenadrine(chloride)	Drug_Code	drug_code
ATC:N04AC	Ethersoftropineortropinederivatives	Drug_Code	drug_code
ATC:N04AC01	Benzatropine	Drug_Code	drug_code
ATC:N04AC30	Etybenzatropine	Drug_Code	drug_code
ATC:N04B	Dopaminergic agents	Drug_Code	drug_code
ATC:N04BA	Dopaanddopaderivatives	Drug_Code	drug_code
ATC:N04BA01	Levodopa	Drug_Code	drug_code
ATC:N04BA02	Levodopaanddecarboxylaseinhibitor	Drug_Code	drug_code
ATC:N04BA03	Levodopa,decarboxylaseinhibitorandCOMTinhibitor	Drug_Code	drug_code
ATC:N04BA04	Melevodopa	Drug_Code	drug_code
ATC:N04BA05	Melevodopaanddecarboxylaseinhibitor	Drug_Code	drug_code
ATC:N04BA06	Etilevodopaanddecarboxylaseinhibitor	Drug_Code	drug_code
ATC:N04BB	Adamantanederivatives	Drug_Code	drug_code
ATC:N04BB01	Amantadine	Drug_Code	drug_code
ATC:N04BC	Dopamineagonists	Drug_Code	drug_code
ATC:N04BC01	Bromocriptine	Drug_Code	drug_code
ATC:N04BC02	Pergolide	Drug_Code	drug_code
ATC:N04BC03	Dihydroergocryptinemesylate	Drug_Code	drug_code
ATC:N04BC04	Ropinirole	Drug_Code	drug_code
ATC:N04BC05	Pramipexole	Drug_Code	drug_code
ATC:N04BC06	Cabergoline	Drug_Code	drug_code
ATC:N04BC07	Apomorphine	Drug_Code	drug_code
ATC:N04BC08	Piribedil	Drug_Code	drug_code
ATC:N04BC09	Rotigotine	Drug_Code	drug_code
ATC:N04BD	MonoamineoxidaseBinhibitors	Drug_Code	drug_code
ATC:N04BD01	Selegiline	Drug_Code	drug_code
ATC:N04BD02	Rasagiline	Drug_Code	drug_code
ATC:N04BD03	Safinamide	Drug_Code	drug_code
ATC:N04BX	Otherdopaminergicagents	Drug_Code	drug_code
